,Comments,Origin
1173,"Pretende sustituir al INE por una institución que haga más por menos, el INE es de lo más caro del mundo.
No habrá pluris de ningún partido ¿Por qué quieren engañar diciendo que beneficia a Morena?",Reforma
1174,"Parece que la 4T pretende regresar a los tiempos del viejo priísmo, donde el presidente controlaba todo: las cámaras, las elecciones, el poder Judicial, etc, etc. No lo permitamos. DEFENDAMOS al INE",Reforma
1175,"Esos partidos desde cuando ya están debilitados, que no se han dado cuenta?

YA BASTA AMLO!",Reforma
1176,"Lo que en verdad busca el presidente es acabar con los organismos autónomos como el INE que tanto le molestan porque por vigilan, observan y auditan el desempeño del gobierno federal evitando con esto la opacidad y encubrimientos que tanto le gusta al presidente con sus actos de presunta corrupción. Además el pretender centralizar todo desde Palacio Nacional es atentar y violar la soberanía de cada Estado de la Federación.",Reforma
1177,"Vaya que este Presidente tiene un concepto muy peculiar de lo que es la democracia... ""Por sus hechos los conoceréis"", se dice... Así que si trasladamos estas palabras a la propuesta, entonces no hay de otra que afirmar que para AMLO democracia conlleva centralizar el poder...",Reforma
1178,"Claro!!! No se trata de democracia, ni de ahorrar dinero, sino de fortalecer su movimiento.",Reforma
1179,"Por qué no lo hizo durante 2019 o 2020 ? Nada bueno se puede esperar de este tipo…solo engaño, manipulación, arrímalas y la verdad debajo de todo eso…",Reforma
1180,"Busca fortalecer la democracia y participación ciudadana, además de eliminar los fraudes y complacencias, de lencho hacia sus compadres opositores, claro que para estos el INEpto hace un trabajo ""ejemplar""",Reforma
1181,"Le tendencia de crecimiento de Morena es muy clara, aún sin la reforma electoral, en las siguientes elecciones crecerá, y me queda claro que para entonces acusaran de totalitarismo, por un lado estratégica y políticamente es correcto que se presente está reforma para que quede precedente de que se hizo cuando aún quedaba algo de oposición!!! 👆👆👆 MEXICO GRANDE 🇲🇽🇲🇽🇲🇽",Reforma
1182,"Que ejemplo tan tonto es ese ...!!
El pueblo va decidir a quién darle el 75% o el 90% o el 100% de diputados y senadores que van a ocupar esas curules..!!
Puede que se los de a morena o al bloque del prianrdmc..!! Todo puede suceder y se tiene que respetar lo que el pueblo elija, no equis gobierno.!!Así es que estás mal al decir que es a conveniencia de alguien..!!
RAZ",Reforma
1183,"DIFIERO DE SUS APRECIACIONES, YA QUE LOS PLURI NO SON ELEGIDOS POR VOTACIÓN POPULAR, LO QUE DEBERÍAN HACER LOS PARTIDOS SERÍA TRABAJAR POR GANAR LOS VOTOS SUFICIENTESPARA
ALCANZAR LA MAYORIA QUE PRETENDEN.",Reforma
1184,"Un INE que necesita renovarse y efectivamente eliminar los pluris, ya vimos que no funcionan para lo que fueron creados y prueba de ello lo que dijo la diputada priísta que no le importa porque ella es pluri y no busca el voto, que cambie para bien del país. Y la democracia es de las mayorias nos guste o no.",Reforma
1185,"Cómo se ve que quien escribió la nota es bastante ignorante, si se aprobara la reforma obviamente no se aplicaría en este gobierno sería para la siguiente elección, estaría muy bien que se redugera por lo menos el número de diputados",Reforma
1186,"Lo q se trata es de eliminar 200 diputados que nadie elige, sean de cualquier partido.
Desde años atras muchos ciudadanos hemo pedido eso y antes la mayoria de ellos no eran de morena.
¡Ojala se logre!",Reforma
1187,"Crónica de una dictadura perfecta!!!
El pretexto son la democracia y el ahorrar dinero, pero lo que realmente busca es fortalecer su movimiento, no tener obstaculos y tener las reglas del juego a su favor para asegurar la perpetuidad en el poder de el y los suyos...",Reforma
1188,no hay duda que quiere controlar todo no lo dejen señores de la oposicion,Reforma
1189,Más bien lo que se pretende es crear una dictadura. Pero no es posible que lo lleve a cabo porque los verdaderos legisladores representantes del pueblo lo evitarán. Solo es un distractor para ocultar las barbaridades que ha hecho en contra de México y que ya en la recta final de su mandato no puede ni quiere revertir. Con el debido respeto el presidente necesita un tratamiento psiquiátrico,Reforma
1190,"Magnifica idea, los pluri quien los elige, sus dirigentes , son los más cercanos, los más corruptos los que siempre han estado ahí y si esos ratas lo mandas al ruedo para que voten por ellos nadie lo va hacer porque ya los conocen , y el INE , se cose aparte échale pluma cuantos años lleva en el poder , y del tiempo que lleva de vida que ha hecho que enorgullezca esa institución nada vergüenza da como mexicano, FRAUDE TRAS FRAUDE, pero si tú les levantas la camisa a los lideres de ese INSTITUTO, abajo llevan la playera del PRI, PAN , PRD, MC , aquí los que no quieren que desaparezca son los que han sido beneficiados únicamente, y LORENZO y COMPAÑÍA, tiene su ahorro que no utilizo en esta elección pasada , porque lo está guardando para cuando se vaya y ahora lo están investigando, para que vean lo honrado que es este arbitro",Reforma
1191,"Si ahora que el gobierno puede quitar a los pluris lo hace,independie
ntemente de que adquira beneficio a su causa,en los sexenios anteriores teníamos una farsa bien montada de los mismos partidos,hacían
como si legislaran a favor del pueblo,y los arreglos lo hacían en lo obscurito,y hacían como que no se ponían de acuerdo y al día después ya estaba aprobada la reforma,nos metían partidos de fútbol, montajes televisivos para distraernos.y al final la venta del país y sus recursos se aprobava.",Reforma
1192,"Neeree, ellos mismos los INEPRIANISTAS se están debilitando solitos al estar dándole la espalda al pueblo, pero en las urnas el mismo pueblo que dieron la espalda les cobrará la factura en las urnas...así de sencillo, ....y se sabe que no pasarán las tres reformas, pues era un anzuelo y cayeronoslos 3 peces gordos....las 3 reformas con la sucesión del peje seguirán y ahí está la jugada....",Reforma
1193,"A todos los partidos se eliminarían a esos parásitos que nadie los pone solo saltan de diputados a cenadores y al revés, siempre son los mismos y no los pone el pueblo, pero siempre pinche periódico de mierda mal informado a la gente",Reforma
1194,"Regresar al López portillismo puro, órgano electoral como parte del gobierno y dirigido por el secretario de gobernación y consejeros a modo , propuestos por el mismo presi, la suprema corte .... al cabo ya tiene a Bartlett que es experto en fraudes electorales !!!

Aaaahhhh y la cereza en el pastel .... eliminar pluris !!! Los ocupo para poner a ñeroña, a Mario delgado por ejemplo, pero ahora le estorban porque la oposición los necesita ...

Bien por la reforma a modo ...!!!",Reforma
1195,"Antes de que se diera la elección 2018 se le pidió (En Redes Sociales y Medios de Comunicación) a AMLO que ELIMINARA a los PLURIS por ser onerosos e improductivos y ser un coto de poder de TODOS los partidos, ya que en ellos aseguran impunidad transexenal... YA BASTA DE PLURIS, SEAN DE DONDE SEAN",Reforma
1196,"Que no les paguen a los pluris, se van sólitos.",Reforma
1197,"No van a pasar!!!! Así cómo su reforma eléctrica, está ni ningúna otra pasarán. Ya estamos hartos de su gobierno inepto, lo único que medio ha hecho es un aeropuerto. Y sólo tiene 6 vuelos diarios. El aeropuerto y esté gobierno son un fracasó.",Reforma
1198,"AMLO siempre manifiesta su naturaleza y tiene otros DATOS.
Paradigma del Autócrata, sicópata y ESTULTO supimo.",Reforma
1199,"Y luego se que quejan de porque amlo les dice a reforma que desinforman. Nunca se planteó eliminar el INE como tal. Si no reforzar la democracia. Es decir que los consejeros sean elegidos por la sociedad y no entre ellos. Es lo justo no?
Además
Eliminar a los
Pluris.

Ahora más que nunca apoyo a Amlo",Reforma
1200,No es AMLO somos la gente,Reforma
1201,Si quisiera ahorrar dinero basta con eliminar el financiamiento público a los partidos y desaparecen todos los partidos satélites,Reforma
1202,"Si amlo hubiera querido eliminar a los pluris lo hubiera echo al principio de su mandato cuando podía aprobar cualquier reforma sin la oposición, no ahorita que se la pueden votar",Reforma
1203,Ya van a empezar con su mentiras porque no quieren que desaparezcan la bola de corruptos que solo sirven a sus intereses,Reforma
1204,"No sean brutos con pluris y sin ellos todos los partidos tienen la misma posibilidad, como era con el PRIAN cuando tenía mayoría, además es mucho el gasto por parte del INE sin ser un organismo honesto",Reforma
1205,"Los plurinominales no sirven de nada son una bola de zánganos, parásitos, chapulineros e improductivos, es refugio de políticos corruptos, que con el fuero se salvan de rendir cuentas, no responden a nadie del pueblo, nadie voto por ellos, son un tiradero de dinero. Que mejor ejemplo que Carlos Romero Deschamps que durante 14 años que estuvo de plurinominal tanto de diputado como de senador solo acudía a comer papita o a dormir, o que tal Carmen Salinas. Es un tiradero de recursos. Si alguien quiere ser diputado, que llegue por voto popular y que al menos ten responda a sus electores, los plurinominales solo responden a intereses políticos y no rinden cuentas a nadie, es una vergüenza y burla esta figura política.",Reforma
1206,"Cuanto miedo del chayotero reforma, nada más lejos de la realidad.",Reforma
1207,Analisando sus gráficas se entiende que la oposición tiene una representación artificial del 20% = pluris que representan intereses de grupos de poder y no a los ciudadanos.,Reforma
1208,"Mmmmm no creo, en las próximas elecciones, perderán esa pequeña minoría que aún tienen de cualquier forma, sin embargo está reforma es para el futuro y no para este momento, es más morena es fuerte gracias al presidente y cuando el se vaya morena tendrá que afrontar su realidad",Reforma
1209,"Mi apoyo a la reforma
Ahorita los nuevos tiempos con su voto la gente decide",Reforma
1210,¡¡¡no!!! No!!! Es conveniencia. Es porque el INE No ha hecho bien su trabajo.Hubo muchos fraudes y la ciudadanía ya estamos ¡¡¡hartos!!! ¡¡viva la democracia!!!,Reforma
1211,"No trate de confundir, servira para hacer ahorros que iran a nuevos proyectos de desarrollo. Nuestros impuestos nunca debieron servir para hacer que partidos minoritarios se mantengan a traves de regalos como son los pluris. Quien quiera llegar al poder tendra que convencer mediante un buen desempeño ante la sociedad. YA BASTA.",Reforma
1212,"Esto es lo que el pueblo ha pedido siempre, pero ustedes partidos zánganos, entreguistas, en contubernio con el INE, es lo que menos quieren, porque se les acaba su ""DEMOCRCIA PATTITO"" $$$$$$$$$.",Reforma
1213,"Cuando se crearon los Plurinominales tenían el fin de lograr equilibrio pero con el tiempo se degradado y ahora esas candidaturas se utilizan para pagar favores, para familiares y las cotas de poder, para protección de corruptos y delincuentes con el fuero, entonces ya se pervertio su origen,",Reforma
1214,"Realmente los pluris tanto en Senadores y Diputados si deben desaparecer, al igual que regidores y mas, sean del partido que sean son unos vividores, que no sirven absolutamente para nada, los pleitos entre ellos es para ver quien se queda con el poder y dinero, al pueblo nada absolutamente nada.",Reforma
1215,Era lo mismo que hacían los conservadores compraban votos con despensas laminas cemento gorras paraguas etc pero nos damos cuenta de todo lo que se robaron todos los bienes de México lo vendieron a extranjeros beneficiándose con millones de pesos que los tienen en bancos suizos y quieren acabar con todo lo que queda bola de corruptos tranzas de por si la pobreza a existido tan siquiera Obrador da apoyos alos adultos mayores estudiantes al campo minusválidos etc fracaso lo ven así y no ven lo de los conservadores acaban con la forestación y manglares de Chiapas y las playas que son dueños deben de confiscar las el gobierno viva Amlo,Reforma
1216,"La reforma electoral es un avance democrático, Todos los partidos chiquitos unidos, sin importar valores ni ideologías, unidos contra la decisión de un pueblo que cree en la democracia y ve con coraje que no se respeta su voto. No hay tales minorías, son vivales que compran y venden franquicias. Basta de simulación, demuestren a la gente si ideología y respetenla. Déjense de pactos contra México. La mayoría decide cuáles cambios convienen a México. No la corrupcion",Reforma
1217,Todos con el INE,Reforma
1218,"Pero si los pluris los pone el mismo gobierno 😂 y el gobierno lo escoge el pueblo a través de elecciones, si la cámara queda con dichos números es una consecuencia natural de los votos de la gente jajajaja
Los pluris no los escoge el pueblo, es puro wey que no sirve para nada ! Y si no los escoge el pueblo que hacen ahí ???? El pueblo eso hace a su propio gobierno y decide por su patria, Sea MORENA O PAN O PRI, Alv todos para fuera pinchés pluris comen gratis",Reforma
1219,Son los ciudadanos que deciden y ponen esos porcentajes... no queremos personas como la diputada que se burlo por que es plurinominal y le valia lo que los ciudadanos pedian.. 🤷‍♂️ sigan manipulando y tambien dejaremos de leelos.... 🤦‍♂️🤔,Reforma
1220,Fuera el INE bola de corruptos que viven de nuestros impuestos y tienen salarios demasiados altos ni los presidentes de otros países los tienen se venden al mejor postor fuera corruptos,Reforma
1221,Fuera Ratas corruptas cuenten con mi voto fuera los puros esos no aportan nada al pais,Reforma
1222,"Si están seguros que votaron en contra de la Ley Eléctrica, y que los ciudadanos los apoyaron, entonces en nuevas elecciones tendrán una posición de mayoría, para que cunde el pánico entre todos estos parásitos y chayoteros.....
con AMLO con todo....",Reforma
1223,"Como, si la gente vota por la oposicion, como le da mayor fuerza.",Reforma
1224,Viva la 4T viva AMLO SEÑORES AYAYAYAHAYAY,Reforma
1225,"Presisamente por eso se hicieron los pluris, para que nunca alguien pudiera hacer esto, y mover el país a su antojo y a sus ideales, los pluris son esa contraparte que contrarresta estas acciones, al no tenerlas se perdería la democracia y entraría en autoritarismo, en conclusión, ya no tendría caso tener una cámara que regule estas acciones, al ser mayoría en todo y tener el poder de todo y bajo el lema de estas conmigo o en contra, estaríamos doblegado a como lo están en otros países.",Reforma
1226,"Después de ver la derrota q tuvo con su reforma electrica y consulta patito.
Quiere eliminar a los q le estorban y q su partido sea mayoría",Reforma
1227,"Eso no es de extrañar al igual que la ley Bartlett o mal llamada reforma eléctrica son las ocurrencias de un pseudodictador de 4ta. Dirigida a la borregada fiel e ignorante para agitarla y activar la campaña de odio y violencia que siempre a sido la base de ese pseudomovimient
o y ganar votos en las elecciones.
#NoPasara",Reforma
1228,"Como todo lo de estos rufianes encabezados por la sanguijuela del palacio, no es por la razón y la justicia, ni siquiera por la decisión del “pueblo bueno y sabio” que ni todos son buenos y sabios? El López Obrador su presidente se los dijo” ignorantes” y lamentablemente
hay muchos ....... es por tramposos, rateros, corruptos y delincuentes...
lo han demostrado...Me
xico no es de un sólo hombre y mucho menos de sus secuaces ( movimiento) y con trampas .... quiere decir que lo que están haciendo no está bien. Morena no genera, no construye, sólo quita, roba y destruye...odio
rencor y división eso es la cuarta putrefacción . Apoyo total al INE ... esto no es lo que López Obrador dijo que haría...... una Dictadura.? Sólo quiere un partido... cuando su movimiento es de vulgares, rateros, ignorantes, corruptos, violadores... eso es lo que defienden por $$$$ ...ahora pretende adoctrinar a la niñez, conformistas, sin competencias sanas, sin aspiraciones...
. que mentalidad tan enferma.... cuando todos ellos viven como millonarios y el ejemplo más claro... los Juniors de la sanguijuela que se largaron a vivir a EEUU como millonarios no por necesidad... por gusto y sus Nietos del juarista López Obrador nacieron allá por gusto y conveniencia $$$ piensen... NIETOS GRINGOS... ya les aseguro a sus nietos su futuro? Otra forma más de desvíos? Y que es lo que pretende para los niños mexicanos .... piensen ...que poca madre...es un perverso...",Reforma
1229,El INE es un nido de ratas y traidores a la patria.,Reforma
1230,Aquel le tienen miedo sin pluris porque el pueblo ya no quiere a los prianistas que se avienten solitos sin pluris burlonas qué nomás quieren estar cobrando su sueldo sin hacer nada,Reforma
1231,Nadie voto por los pluris no deben estar.,Reforma
1232,"Se llama democracia y es lo que el pueblo decide, no lo que los partidos necesitan ya basta de mantener holgazanes .",Reforma
1233,"Cien x ciento apoyo a la reforma del señor presidente AMLO, fuera ratas.",Reforma
1234,Asi no se debe de dar una informacion. Sean objetivos a la hora de hablar y no salir de contexto. Xq no hablar claro y decir que lo que se pretende es que los senadores y diputados que no son elegidos por voto popular desapararezcan y que unicamente esten los que la gente decidio eso eslo que deben de decir y no confundir a la gente. Claro esta que en esta pagina no conocen nada la etica,Reforma
1235,Entiendan no quiere quitar el INE queremos quitar a Lorenzo Cordoba es un corrupto ay que cambiar esa gente del INE,Reforma
1236,"EXCELENTE INICIATIVA, más por el hecho de que sea algo a conveniencia lo cual no estaría mal para lo dejen trabajar en favor del pueblo, SOBRE TODO por el hecho de que seudo políticod rastreros, parásitos y convertidos en perpetuos sigan MAMANDO del herario público, de los impuestos que paga la ciudadanía, ya BASTA SANGUIJUELAS, quieren seguir robando, NEFASTOS VIVIDORES",Reforma
1237,"Igual que la reforma eléctrica no va a pasar, legisladores de oposición unidos jamás serán vencidos.
Todos con el INE.",Reforma
1238,Por supuesto que quiere garantizar su permanecía el partido morena y así irse libre el presidente sin que nadien lo cuestione y todo lo ilícito que está haciendo al término de su gestion,Reforma
1239,Pues claro ante la falta de apoyo del pueblo de México y servidores públicos da patadas de ahogado y saca su perfil verdadero de dictador populista y senil aunque AMLO tenga otros datos,Reforma
1240,Aver expertos que no es lo más correcto que la gente los elija y no los partidos los pluri no son votados en tonses no representan al pueblo representan intereses de los partidos,Reforma
1241,Dejen de buscarle mil pies al gato. Los plurinominales no sirven y son indefendibles!,Reforma
1242,"Para ahorrar millones de pesos, para no pagarle a tanto vividor y traidor que no aportan nada para el país",Reforma
1243,Y los diputados son tan pendejos para darse un tiro en el pié,Reforma
1244,"Ese es genial. Debilitar a los prianistas sería un gran precedente, algo histórico. Ya no más PRI. En las próximas elecciones que se avecinan MORENA se llevará a los seis estados en la contienda.",Reforma
1245,"Busca perpetuidad en el poder !!
Confunde al pueblo para que caigan en su estrategia
Quiere el poder absoluto
👎🏼",Reforma
1246,Lo de los plurinominales no es de ahorita ya tiene tiempo que los quieren sacar es un gasto innecesario y también deberían de ser electos por los ciudadanos,Reforma
1247,"Los pluris son y serán un robo a la ciudadanía y también una imposición de los partidos, ya que los quiten. Si cualquier partido político quiere tener diputados y senadores para poner o quitar leyes, reformas y demás pues es muy simple que se rompan la madre para tener el voto de la ciudadanía para tener mayoría.",Reforma
1248,Busca dejar de mantener gente que el pueblo no elije,Reforma
1249,EXCELENTE INICIATIVA VAMOS TODOS A FAVOR DE LA REFORMA ELECTORAL.,Reforma
1250,"Con la campaña que lanzo amlo de:

""Traidor a la patria"", muchos diputados de la oposición van a apoyar las iniciativas.

amlo demuestra nuevamente que es un GRAN político, primero ""fusilando con la pluma"" y después de nuevo mendigando su apoyo.",Reforma
1251,"Digan que pretende acabar con la corrupción, eliminar los grotescos sueldos y que los árbitros no estén vendidos. Queremos que se acaben los roedores.",Reforma
1252,"Ya basta de pagar a tanto parásito, el prianismo lo mira por ambición no por el de México, si no por su bolsillo para hacer de las suyas",Reforma
1253,"No es a conveniencia de un partido, es en beneficio de todos los mexicanos, fuera del presupuesto todos los vividores del sistema.PARASIT
OS.",Reforma
1254,"No se les olvide que quienes deciden son los ciudadanos, así que si morena en algún momento se vuelve como el prian, solo basta que no votemos por ellos y listo, ya dejen de preocuparse, hemos vivido tiempos feos así que ya no hay miedo.",Reforma
1255,REFORMA periodismo chayoteros de quinta 🤮🤮🤮🤮,Reforma
1256,"Fuera las pluris
Son unos paracitos del pueblo",Reforma
1257,"Si sería quitarlos de alguna manera pero que no se beneficie morena con eso se imaginas con eso todas las locuras del dictador de harían realidad no a la reforma electoral que se vaya a la ching.... De esta manera lo hizo Chávez y ya vieron el resultado en Venezuela no queremos eso para nuestra nación.....fuer
a AMLO y su intento de gobierno....",Reforma
1258,"Ya temblarón todos( malos periodistas, malos políticos etc.) Porque el poder lo tendrá el pueblo ( no morena) a como dice la constitución de los estados unidos mexicanos",Reforma
1259,"Ay deforma como siempre, mintiendo no eres líder de opinión, eres 🤮🤮🤮🤮",Reforma
1260,"Los pluris solo representan a la oligarquía,sang
anos que nunca trabajan pero si maman de erario público.",Reforma
1261,Mienten. La ley no entraría en vigor de inmediato. Ninguna ley es retroactiva y la composición actual del congreso no cambiaria. De aprobarse entraría en vigor para elecciones federales 2024.,Reforma
1262,O sea si ustedes creen que ya está perdido pues no quiere otra sacudida este señor pensó en el plan A B C D y los que quieran quiere a como de lugar que no se le acabe su poder en la política,Reforma
1263,"Ni modo cada presidente '"""""""""" iso lo q su gana le dio y ora este tambien y nunca pujaron y ora q este esta haciendo lo q quiere ..si pujan .como dijo el benditas redes sociales vemos lo q isieron y asen",Reforma
1264,Así es !!! Son unas ratas los de Morena y el kakas es el primera rata 🐀,Reforma
1265,"Quiere TODO para su dictadura, y pend……los que lo apoyan",Reforma
1266,"Todos los que critican al presidente salgan a votar, dejen de estar de huevones el día de las elecciones, respeten la democracia el presidente gano limpiamente y democráticament
e,",Reforma
1267,Claro un poder autoritario irrevocable una entrada de un poder como el de Cuba y Venezuela y a dictadura total sin imposicion,Reforma
1268,No va pasar la oposición gracias a Dios está fuerte y unida,Reforma
1269,"oigan, pero la reforma electoral se aplicaria hasta 2024, no ahorita. 🤦🏽‍♂️",Reforma
1270,comparen en los sexenios pasados o simplemente con el felipe calderon el borolas,Reforma
1271,Muy lamentable que se esmere tanto en matar bebés en gestacion.,Reforma
1272,"Muy lamentable. El actuar de este médica.
Cuando su función es curar. Y orientar. No matar. Muy lamentable.",Reforma
1273,"¡Wow!, que mujer tan generosa para as3sin@r a los bebés.",Reforma
1274,Una criminal.,Reforma
1275,Con una cromática no acabas con los oficiales q te detienen por una cosa y acabas casi en el ministerio público por quien sabe cuántas más nada más porq no te dejaste morder no digo q todos pero la mayorías si esperemos q les enseñen a sus mandos a no pedir mordida,Reforma
1276,"¿Y...cómo para cuándo se ACABARÁ LA CORRUPCIÓN Y LA ARBITRARIEDAD, pondrán NUEVO personal también o SERÁ LA MISMA PORQUERÍA, PERO CON ""CROMÁTICA"" DIFERENTE?",Reforma
1277,"Nuevas patrullas, los mismos policías corruptos.",Reforma
1278,Aunque la Mona…… o mejor dicho… la misma gata pero revolcada!! Hahhaha.. la nacion chaira y sus refritos!! Hahaha hay te hablan Andrés Manuel López Obrador! Hahahha puro reciclaje,Reforma
1279,"Alguien está trabajando muy bien una imagen de respetó y ojalá los oficiales sean reflejo de está corporación .
No más delincuencia en las corporaciones .",Reforma
1280,🐷🐷🐷🐷🐷🐷🐷🐷 Kui kui kui-dense de estos infelices.,Reforma
1281,Literal... Rata a la vista !,Reforma
1282,"¡Esto ya es un crimen sin sentido!
¿qué necesidad había de matar a estas tres personas haciendo su trabajo normal?
¿Acaso ellos estaban relacionados con mafiosos a los que le debían algo?
De verdad, cada vez se leen más noticias tontas, que suceden en la sociedad de este país, una sociedad que está desquiciada de problemas...
ATNB",Reforma
1283,"Armas y drogas es lo peor hepidemia contagiosa los malos no tienen temor de Dios andan hasecvando cruelmente esos malos no duermen. Ellos están bien asta que logran matar son anciosls de sangre humana.nasieron
salvajes tanbien los mandan otros más salbajes. Orribles",Reforma
1284,"La gente esta cada vez más loca y violenta, que horror!!!! 😬😬😬😬",Reforma
1285,Ya empezó la guerra por el agua?,Reforma
1286,"Para qué? Va a pasar dando besos y abrazos. Totalmente opuesto a lo que ha hecho el Presidente de El Salvador. Más de 10,000 criminales arrestados en menos de un mes.",Reforma
1287,"Que no diga tonterías. Gracias a su campaña de abrazos ahora los narcos secuestran al ejército, solo quiere sacar más y más dinero.",Reforma
1288,"El que ha facilitado ampliamente el ""trabajo"" de los narcos ahora sale con que los quiere ""combatir""... no suena muy creíble",Reforma
1289,Pero no pueden realizar esa importante labor porque los traen pegando ladrillos.,Reforma
1290,"Se la pasa proponiendo leyes, puros distracciones, no hace nada que apunte a acabar con la inseguridad, la pobreza, la delincuencia ni la falta de educación.",Reforma
1291,Traducción: libre tránsito a las drogas…,Reforma
1292,"Que se deje de babosadas, el es el socio de todos los narcotraficante
s, les da abrazos, no haya como distraer la atención,quiere
que nos olvidemos de todas las trastadas que esta haciendo, y ya esta preparando a su andrecito"" como sucesor a la presidencia.",Reforma
1293,"Vigile o le de la puerta abierta?
Narco gobierno 😡😡😡",Reforma
1294,"...como era aquel lema de campaña de que ""el ejército regresará a los cuarteles""?...

Yo creo entendimos mal, porque ahora el ejército está metido en todos lados, de la mano quien prometió hacer todo lo contrario... 🤔",Reforma
1295,Seguro que se los pidio !!!,Reforma
1296,"Osea, ese debe de ser una actividad obligatoria y de suma importancia sin importar cual órgano de gobierno lo debe de realizar, es nuestro espacio aéreo.....por que no se hace???????",Reforma
1297,"Se le ocurrió hacer su trabajo ,,,, pero oh novedad eso ya lo hace la Sedena antes del abrazos no balazos ,,,, claro pero ahora resulta una super idea ,🤣🤣🤣🤣🤣 pobre ancianito.",Reforma
1298,"Así es excelente noticia para los narcos ya que ellos están acostumbrados a mover por tierra o túneles.
Osea nunca van a pescar nada.

Para que lo dice les está avisando.

Mejor que diga cuando se va poner a jalar.",Reforma
1299,Va a proteger a los narcos,Reforma
1300,"Más militarizacion en el país, un hombre que dijo, prometió y juro regresar a los militares desde el primer día de mandato y ahora le encargo todo.",Reforma
1301,"Negocio redondo, ya sabemos a quienes protegen.",Reforma
1302,¿Qué no es parte ya de su obligación?,Reforma
1303,Para darle vía libre al narco estado,Reforma
1304,"Órale !!! El sabe dónde viven los chapitos y los más machuchones , los de arribototota del narco no necesita equipo para localizarlos , pero los necesita para su proyecto .",Reforma
1305,Más desvíos de dinero? Y por tierra? Mas atole? Más toloache? Que les ponga un zepelín con abrazos y regaños...esto suena a controlar no sólo al narco.... dictadura? El manual del dictador... el país sitiado por el ejército... por aire y tierra que les parece?,Reforma
1306,"Ósea, espacio aéreo libre para el narco",Reforma
1307,Será para abrirle espacio al narco a su patróncito,Reforma
1308,"Nesesitamos un organizmo para que siga protocolos internaciinales
ya que puede que tenga que parar naves áreas de otros paises y se tienen que regir por reglas. Un organizmo creado para ese fin tiene todo el recurso para ese fin y no dejan a especulacion si el dinero se destino para esto o para lo otro. Ay muchos abujeros donde se nos tira el dinero el las estructuras gobernamentales
existentes que solo quieren seguir de holgazanes que se pegan a las candidaturas como sandijuelas. Pero aqui se acabo ese desmadre que traian los fifis!!!! Que viva La Raza🇲🇽",Reforma
1309,Y como siempre también en eso van a protestar los artistas que están en contra de que se dañe el espacio aéreo 🤣😂🤣😂,Reforma
1310,"Esté sistema estará enlazado con los ""patrones"". Para que detecten los movimientos de aeronaves. Excelente idea kakas",Reforma
1311,Mmmm..... Es difícil de creer....mas bien lo hace para proteger a los narcos.....,Reforma
1312,Darle mas libertad a Ovidio para que pueda transportar la droga más fácil.,Reforma
1313,Excelente presidente obrador he dicho,Reforma
1314,El último video donde los militares son Golpeados por el cartel de Sinaloa es horrible 😞 pero esto ocurre con el el permiso del Administrador 👨‍💼 Andrés Manuel Doblado por el Ovidio no se nos olvida 💩🐀🤭 seguro le ordenaron que sólo pueden pasar mercancías de ese Cartel,Reforma
1315,No los encuentra ni en tierra…,Reforma
1316,Soltó a Ovidio que se puede esperar.,Reforma
1317,"Ya les entrego las aduanas a los militares y está igual.
Otra medida fallida de López Obrador",Reforma
1318,"Ya se entienden desde hace años, ni falta hace… que le prgunten a Cresencio Sandoval y a Cienfuegos!",Reforma
1319,Militarizar el país para hacer una dictadura,Reforma
1320,Alguien me puede decir como contrato a un soldado albañil para una barda?,Reforma
1321,"apoco eso no era un deber de la SEDENA ? Y No solo de narco si no de la soberanía nacional…. Estamos muy jodidos como Mexicanos, te das cuenta que Mexico es un país bananero y su desfile 16 de septiembre vociferando puras mentiras los militares",Reforma
1322,"Ya valió barriga, si les disparan a estudiantes por error, a ver si no tumban a un vuelo de Aeroméxico",Reforma
1323,Este tipo no para de hacer estupideces,Reforma
1324,Nop es corruptible,Reforma
1325,Les esta dando tanto poder a los militares que no estamos distantes a un golpe de estado,Reforma
1326,"Enrtiéndase, ""Todas las facilidades para el señor Ovidio Guzmán""",Reforma
1327,Los sistemas se tienen desde el instituto de combate a las drogas con el general Gutiérrez Rebollo después con el general Alvarado en él cendro yo lo utilze en radares y ahora pasarlo directo a sedena no Mamen más poder a Los guachos es un tiro en la pata,Reforma
1328,Que lo vigile o que lo cuide???,Reforma
1329,Entonces quien hace esa tarea!!!,Reforma
1330,Más bien será para que los cuide,Reforma
1331,"Excelente, todos saben que la sedena pertenece al........",Reforma
1332,"Muy bien, excelente",Reforma
1333,Que vigilé o que proteja ???,Reforma
1334,Ahorita salen los derekakas expertos en espacio aéreo a contradecirlo,Reforma
1335,Muy bien,Reforma
1336,"Con esas idiotas, México debería dominar el mundo; 🤣 🤣 🤣",Reforma
1337,Ya lo ha hecho y da permiso que lleguen avionetas a pistas clandestinas,Reforma
1338,para que solo deje pasar a los de sus patrones?,Reforma
1339,Que eso no lo de Erika de hacer desde cuándo 🤔,Reforma
1340,Ya lo hace desde hace mucho tiempo,Reforma
1341,Sera por que estados unidos esta tocando el tema?,Reforma
1342,entonces actualmente no lo hacen?,Reforma
1343,No Mamés si ni tienen jets no puden interceptar nada con sus aviones obsoletos que tienen por lo menos obtengan un jet de combate y hablamos,Reforma
1344,"Mas bien...pro-narc
o jajaja",Reforma
